review,rating
I love to watch my wife argue with Alexa.  I woke up one night listening to Alexa talking to my cell phone. ????,1
Great to play music throughout the house. Great and easily fits in my decor of my home,1
Very good,1
"""Works great, some of the apps will start buffering but it?s probably my internet. Love the Alexa voice control.""",1
"""I am quite disappointed by this product.There clearly is a bug: half of the time I ask for a newsflash, two second after it starts, the whole thing stops and reboots for a couple of minutes. Same goes when I ask to play the radio. Also, many times it get confused when I ask to switch of &#34;the lights&#34;...as other items are also named the same, which is not true. Clearly no AI or natural language, very 'beta' stage still for me. Not impressed!""",0
"""Doesn't work with my fairly new smart TV, but that's mainly the TV manufacturers(LG) fault due to not supporting anything older than TVs from this year. My smart locks also need an additional piece of equipment in order to connect as well. Speakers sound great and works very well.""",1
Never had ANY issue with buying use electronics as long as I get the GOOD or LIKE NEW. Just read the comment to see why it is used.,1
"""It?s still a great product.But the sound quality does seem worse.Don?t get me wrong. You definitely get used to it within an hour. But it definitely feels like echo gen 1 sound quality was better.Besides that , it?s great.With the addition of being able to play Just over Bluetooth with no WiFi, it?s even better.""",1
There's really no dislike for Alexa( dot) I thought cortna was cool but Alexa is an awesome application to the family. Unbelievable device which seems alive. A must get.,1
This was just an additional one for my other TV. Loved it so much use it on the regular TV. Easy to set up and fairly easy to navigate. I don?t waste my money on regular TV cable or anything else. This is enough for me as I don?t watch too much TV.,1
I love it!!,1
This Echo Plus has proved to be the most innovative improvement in my life!,1
"""My old amazon fire stick kept crashing when using Sling TV.I bought this one thinking the old one was defective.This one is doing the same thing. When going back into Sling, it starts up where I left off in the program.""",0
"""I am not super impressed with Alexa. When my Prime lapsed, she wouldn't play anything. She isn't smart enough to differentiate among spotify accounts so we can't use it for that either. She randomly speaks up when nobody is talking to her. Just today I unplugged her...not sure I'll ever use my Alexa again.""",0
Really like it,1
Small convenient and dependable. This dot is a cutie and Alexa does the job you ask.My only issue is the fidelity which is to be expected in a such a small speaker,1
The only thing I don't like is it shuts off by itself other than that it works great,1
It was supposed to come with a free Hue lightbulb on Amazon Prime Day.  No light bulb arrived.  False advertising!,0
"""&#34;NEVER BUY CERTIFIED AND REFURBISHED ECHO DOT &#34; I bought a &#34;Certified and Refurbished &#34; Echo Dot. This unit is very poor in receiving command and sometimes it does not even acknowledge the command. Never buy a refurbished Echo dot. The unit I received was probably never was certified and refurbished as indicated. I also bought a new ECHO dot, it works perfectly.Very disappointed !!!!""",0
Technology in such a small device. The price was good too! The sound is amazing! A must have feature for any home!,1
Good sound works well,1
Useable,1
We talk to her all the time for songs and just because we can . There aren?t dislikes about this device.,1
Glad I upgraded my aka,1
"""My wife has been using Skype for years to talk to her parents daily, with constant technical issues.  Since her father is 88, it's a lot to ask the man to uninstall/reinstall/reconfigure Skype, but he does.  When I saw these on sale, I jumped on them.  My wife was resistant to &#34;learn a new technology&#34;, but I told her these just work - like the video phones I saw at the New York World's Fair in 1964 - 54 years ago!Yesterday it set up quickly and worked fine, with no issues.  My wife told her co-worker today and she went out and bought 3 - one for herself and her husband, and one for each set of parents.  It just works, like a telephone - imagine that.""",1
"""Great for my office. I use this daily in many ways, to include spelling for me and background music.""",1
Exceeded my expectations,1
Supberb sound! Definitely worth the extra money if you listen to lots of music.,1
Returned from repair with No repair done. It has a problem which requires it to be on for a while for the defective part to show itself.I sent it for repair and got it back without being fixed.  The site gives no option to complain from the page.I have a echo spot which works perfectly in the same position.,0
"""She works well. Needs a learning command  for unique, owners and users like. Alexa ?learn? Tasha?s birthday.  Or Alexa ?learn? my definition of Fine. Etc. other than that she is great""",1
Need to be able to connect to more 3rd party viceo apps,0
Streaming is easy.  I love it because I can watch Netflix in my bedroom on my TV and not my Ipad,1
I'm in love with Alexa,1
It does everything  the big guy does,1
Was Leary about refurbished but work great.,1
"""Brought to replace one that I moved and doesn't have the same range as my previous (non refurbished) unit. It would seldom be able to find the Wi-Fi and couldn't connect. Got tired of hearing the message (&#34;trouble connecting...check the Alexa app...&#34;) and just unplugged it. I went through the troubleshooting and reconnected it several times, it's just not as strong.""",0
I really love the hub feature,1
Item as described and delivered on time.  Thank you,1
"""I received the echo as a gift. I needed another Bluetooth or something to play music easily accessible, and found this smart speaker. Can?t wait to see what else it can do.""",1
"""I like the fact that I can get any kind of music from Prime that I want on request from Alexa. I liked the informative photo little pamphlet but wish it included how to connect your TV etc. to the commands from Alexa. BUT, I really love having the music.""",1
It has a nice speaker.,1
"""Not very loud but quality and ease of use is great. Sound is perfect for background music, would suggest 2-or more connected together if you?re trying to use for hosting a louder party""",1
Works great,1
"""Great device, responsive and helpful""",1
It offers hours of entertainment and it was very easy to install and activate ?,1
Great sound and easy to set up.,1
Great addition to our Alexa family. Great video also.,1
The speakers sound pretty good for being so small and setup is pretty easy.  I bought two and the reason I only rate it a 3 is I have followed the instructions for synching music to both units.  I know I've done it correctly but they won't sync.  That was my primary motivation for purchasing multiple units.,0
"""I love searching the Alexa skill shop on the app. Useful things like having Alexa turn my lights on and off, listening to news updates every morning. And fun stuff like telling Alexa to make the Star Trek red alert nois. Or playing song quiz with friends.""",1
Worked just like a brand new Dot ---so I am very satisfied.,1
I love my echo dot! Looks brand new and works perfect! Very satisfied.,1
Just got mine last night. Played around with it for a while. Should have bought it a long time ago.,1
"""Very intelligent, love the songs ....""",1
"""I love my echo dot. Has many features and works great.The only thing I don't like about it, is that I can't play my iMusic on it. I'm going to have to pay for a Spotify or Amazon music account.""",1
I love it! Learning knew things with it eveyday! Still figuring out how everything works but so far it's been easy to use and understand. She does make me laugh at times,1
The speaker could be better...,0
Workreat,1
Works great... bought it for my shop so that it is like an intercom to the house.,1
"""Works fine, I wanted this for my bedroom television.""",1
"""Was debating between a 4 and a 5 star review. The one challenge with the hub is that Phillips has added functionality that only works with their hub. Basic functionality works with this unit, but now I need two apps to set everything how I want it instead of one, which has caused some user issues. It's woken up a couple times without the trigger word, which I find highly unsettling. We have minor issues with it not always picking up what we say correctly, but it's usually just one or two repeats if that happens.The speaker is great quality and easily covers the kitchen/living room. The sleek design is not obtrusive. My girlfriend has had fun interacting with it and we've had entertaining conversations with it.""",1
"""Great addition to my Alexa base. Using it in my guest bedroom for music, clock and info.Dot speaker is not as strong as the base but it's a great value""",1
Looks and performs as new.  No complaints!,1
Weak sound. Compared to the Google Home Mini the sound is bad. Also you need Prime to have a small selection of music and need prime music to play everything. Also if you get two you need prime family music to play music on both. I think it's lame that you need a family plan to use multiple devices.,0
"""Love it, we are still learning the capabilities, having a lot of fun.""",1
Great speaker i n this! I love this so much more than my alexa tap! It?s definitely fast in response and just so much prettier,1
"""I have been hesitant to purchase anything smart home because I am just not good with electronics.  However this surprised me how easy it is to set up and it links to the Bluetooth in my sound bar for my TV which provides extra sound for music, I can make calls and finally hear people when home. I do not have cable, only the paid apps like Netflix and Hulu so when Alexa provided me news stations, weather and other updates it was really great to hear! I have linked all of my accounts to her, she turns on my lights before I walk through the door. She purchases re-orders off of Amazon for my pets and I heard if something bad happened at your home she would place a call to 911 regardless if she was unplugged or not.  This is important as an extra layer of protection for someone living alone.  My tech savvy bf went out and bought her after a week of me having her. Must buy!!!""",1
Good as new!! Just like brand new! Save yourself some money. Get one!,1
Love it. Added it to an upstairs bedroom,1
"""Works great as a bedside clock but the microphone for Alexa doesn't work as well as the normal Echo.  Sometimes Alexa doesn't hear me when I try to interrupt her it to give new instructions.  The speaker also isn't as good as the normal Echo.  Screen is small so not really useful for viewing any type of video or for seeing who's at the front door.  But, it's great for the bedside.""",0
My 2nd one and I use them all the time.,1
I love it!!!!!!,1
I got this for dad on father's Day!  He was tickled with it!,1
"""better sound than my echo dot. Simple to set up, less than 5 minutes.""",1
Is good.,1
"""Was working great útil 1 week algo, í have it for a month, but it started flickering,  and in the support forums they say it is a known isue,  but it has more the 4 months reported and There is no solución.""",0
Great for mom its inside an owlhead in her jacuzzi,1
"""It does what it says it will do.  The picture quality is better than what I have been receiving on cable TV.  Only downside is if you pause the movie for more than a couple minutes it takes a long time to come back on and you often get a message that your internet speed is too slow (I'm clocking 300 mb at my house on a good day).  Also, voice command through Alexia doesn't work well, but that could be operator error.  All in all, for $20 you can't beat it.""",1
"""Great product, great price on Prime Day.  Thanks Alexa!""",1
Great! Just like new!,1
It good,1
Easy to use,1
"""I already have an Alexa and with Amazon find today I could not resist getting an echo also. It is the best thing I ever did, I use them on each side of the house! And couldn't be happier!""",1
Needs to be smarter,1
Love our echo,1
"""I bought this to replace a &#34;Dot&#34; in my living room. Speaker is slightly better. It hears me better over the TV. Unfortunately, it doesn't understand or respond to my requests as well as the Dot. I frequently have to request 2 or 3 times to get it to do what I want. The Dot usually does exactly what I want on the first request. I don't consider it an upgrade.""",0
Great product. Love the larger remote! Great deal!,1
Not bad bad speaker for sound,0
Kids like it for games.  Showing the lyrics for songs is neat.,1
Works amazing! I love how you can download almost anything. Some apps I couldn?t download on my Apple TV but I was able too on here!!!,1
"""Works good. However, the price went down the week after I purchased it.""",1
Work pretty well,1
Convenient and fun.,1
"""Este producto llegó y a la semana se quedó sin olor, perdió toda su escencia, huele solo a alcohol""",1
Already had an Echo Dot. The Echo is even better with fuller sound. Also during setup it now lets phone calls to be made to my contact list which is great!,1
"""So far using it for lights and music. Will connect my tv, vacuum and doorbell soon. Love it!!!!""",1
Clear music,1
Thanks,1
"""This is my 3rd Echo and with the built in hub it works great !  Now I have an Echo in the Family Room, My Bedroom and My Home Office.""",1
"""As Always, easy to set up""",1
Works great ..good sound,1
Its Great. Lots Of Fun!!,1
"""Very impressed with look, clarity of sound and color.""",1
"""Already owning a couple of Echos, I was frustrated that I couldn?t also use them as intercoms. Finally Amazon enables the ?drop-in? feature so now I can use my Echos to reach out to family in remote parts of the house (and teenagers who insist they never heard me yelling at them to come down to dinner).As for its other features, we mainly use our Echos for the standard stuff: playing music, setting alarms, answering questions, etc. It's not the life-changing home device Amazon would have you believe, but it is convenient to have around. This refurb saved me a few bucks, looks and works the same as the other brand-new ones.""",1
Divertido,1
Love it.. makes the simple things in life simpler,1
I like it alot. I connected it so I can play my Pandora and I asked about the weather & time every morning. I got rid of my old fashioned digitol clock because I can have my music play Unlimited on this. I'm going to ask it about vacations and a few other things once I get more comfortable with it. Definitely worth the money.,1
Very easy to set up and straight forward directions. Loads fast also.,1
"""Now I'm weary about these picking up conversations when you are not actively using them - heard about this happening on the news.  I have 3-4, so this is very concerning.  I wish Amazon would release something widespread  or push some firmware to prevent this.  If they have, I have not heard about it yet.""",0
Superb!,1
Good product I like it . Thank you !,1
"""Love it! I was thinking about getting one and when the prime day discount was offered, I could not pass it up! It's fun to ask Alexa to play any song or group and she comes up with a playlist from Amazon Prime Music. You can also connect your iPhone with bluetooth and play music with Pandora or YouTube videos using Alexa as a speaker. I've been having fun asking Alexa different types of questions or for information like weather, news or even the time in other countries. The only downside is if you have limited data on your wifi plan, because Alexa uses burns it up when playing music.""",1
"""Love it!! It is so handy and easy to use. Got it for my classroom, but I many need to just get another one.""",1
"""Having received this as a gift, I am writing my initial thoughts: (compared to my google home mini)PROS:  Way easier to setup than the google home mini.  I was able to connect ALL of my smart home device (unlike google) without any issues.  Making phone calls on this was clearer for the receiver to understand me.CONS:  Need to enable 'skills' to get more functionality.  Google home has built in functionality to search the web for answer to questions easier than  the amazon echo.  Could not connect this to youtube.""",1
"""I am pleasantly surprised at the accuracy of Alexa. The unit is very responsive and can easily respond even with TV or music playing.I did pair two smart  bulbs and they go on, off and dim with ease using voice or app. Fidelity is very good for the size.My only regret is that I would have liked a silver model or a fabric cover but that is an unimportant issue.""",1
As advertised.  Connected my smart bulbs with no problems.,1
Just had to have it and now lets play and learn how to get the most out of it.,1
Happy with Echo Plus. Having fun learning what I can do with it.,1
"""Same specs as regular echo, but easier to use than getting a separate hub for smart lights, etc.""",1
We love everything,1
"""I bought this for my 90 year old grandmother and she and I love it!!! She can call all her family members with just her voice, play games, even watch a video and I love that I can ?drop in? on her any time to see how she is doing. She lives all by herself. And I feel comfortable if there was an emergency she could call out to Alexa for help!!""",1
"""I had some trouble with my echo dot when I first got it because of internet connection issues. After doing research online I saw from some other people that they had trouble with the 2nd generation Echo Dot. However, the same weekend I took a trip and brought my Echo Dot along to the hotel where it seemed to work just fine. Now back home, the internet connection has seemed to have gotten through it's little rough patch and I haven't had any problems since. So, if you are having connection issues with an Echo Dot then it is probably the internet and not the device.""",1
Never would know it was refurbished.,1
Have had for just one week so far and I can say it is a blast to have.,1
"""If you belong to amazon prime, I would think that you could watch any video on it that was in the library.  You can with prime music""",0
Love it. Works great making my home a smarthome,1
Fun and  information.  No dislikes  so far !! Like the convenience!!,1
I got this for dad on father's Day!  He was tickled with it!,1
I want a new one,0
Cool,1
We have used for last 2 weeks. We like it. My children also like it. Alexa has become part of our family.,1
Well behaved device that i enjoy using.,1
Really love the product,1
"""Just getting use to using the Echo. Used it for shopping lists, listening to music and as a timer. Working great so far.""",1
This is pretty cool,1
It's easy to set up and use. There are new features and skills added all the time.,1
Love it!,1
Great product. Works well,1
Great,1
Works as you?d expect and then some. Also good sound quality considering price (70.00 on sale) and features.,1
Great product - understands my accent!,1
"""Stopped working after 2 weeks ,didn't follow commands!? Really fun when it was working?""",0
I love you so much,1
The volume is very low,0
"""I don't like how I cannot load my Hulu account, it is also very slow. I know it is not my Internet connection because I have an Xbox One that works just fine, but my Fire TV Stick takes forever to load anything.""",0
Love listening to music. Still trying to learn everything it does.,1
"""Very easy to set up, great sound.""",1
I don'r know how to use it yet.  Need more explicit directions for the electeonically challenged.  I did not get the feee lifht bulb that was part of the package.,0
I really like this product and the fact that I can get apps that I am unable to get on my smart tv,1
Work pretty well,1
Awesome device to have in home.  Full of very useful information.  Don't have to us e my phone to answer spur of the moment questions.,1
I owned an echo for overa year but the new lacks the easy way to increase or decrease volume without telling it to increase or decrease volume which is hard to do for my wife since English is her second language she was born in korea. But the sound from the echo is superb. So we?ll keep it..,0
so far i am liking it although i am probably not using it to the full capasity,1
"""Excelente, lo unico es que no esta en español.""",1
Coop product many uses including smart devices throughout the home,1
this is my 2nd echo dot and it is working just as i want it to.  i have it in the bedroom and i par it with a small blue tooth speaker.  last nite i went to sleep with sounds of a thunderstorm as provided by my echo dot.  i am planning to have the dot turn my bedroom lamps on when i receive the smart plugs that i ordered.,1
"""Alread had Echos and Dots, but the ability to control Philips Hue bulbs nudged me to buy this on Prime Day.  Another fun product from Amazon.""",1
I loved everything,1
Echo Show - White&nbsp;Great new addition to our Alexa home solution and now I can call back home and video chat directly from my phone. Great way to stay in touch with family.,1
"""I used to use my laptop for anything show watching, including Netflix, but I am glad I bought this. This is super easy to set up and has everything you need with quick and easy access. Definitely worth the buy.""",1
I think it can read my mind,1
Love it,1
Love the echo dot,1
"""I am really enjoying the many different features on my Alexa, especially listening to music and audio books""",1
I already have the echo plus.  Bought this one for my bedroom.  Love the functions.,1
Works perfectly,1
WORKS GREAT,1
"""Great addition to my Alexa base. Using it in my guest bedroom for music, clock and info.Dot speaker is not as strong as the base but it's a great value""",1
Expected more,0
I love this item and being able to hear any kind of music.  I enjoyed it so much that I ordered another.,1
Easy to hook up.  Wish I knew all its capabilities,1
I bought this fire stick for another TV! No more arguments about what to watch!,1
Worked as advertised. Thanks,1
It?s amazing I love it,1
"""This small echo dot is amazing the sounds that come out are great.it changes my nest thermostat,and my Phillips hue lights.without leaving my chair.""",1
It plays music that I request.,1
"""The problem I have with this item could just be my inexperience. I ordered the wrong thing, but then decided I?d set it up and use Alexa. I was trying to replace a small Bluetooth speaker in my bedroom. Thought I could learn as I go. I downloaded the app, but never could get the Echo to sync with my iPhone. I?ve decided to give this to one of my kids and they will probably enjoy it and use it as it is intended.""",1
"""Alarm, calendar, reminders""",1
"""Works great, speed is fast. Exactly what we needed""",1
"""My new best friend!! I'm a little behind the times I've never had anything like this, another alexa or google home, so to me this is a super amazing useful tool. I use it to play sleep sounds to sleep. I use it for my amazon audible books. Set alarms, reminders, receive notifications, play games with her. Have her tell me a short story lol. It's pretty fun. I know some people complained about the speaker I'm not sure why. I'm sure if you have an open concept house all to yourself and want to blast music no this might not blast it around loud enough. But I rent a room and in my bedroom it's perfect I don't have any problems with the speaker. Love everything about it!""",1
Extremely easy to use! Switched away from directv and use it to stream T.V.,1
Ask it to play Motown radio on Pandora and it keeps asking if I want to add a salsa station. Motown isn?t close to salsa phonetically.,0
My husband likes being able to use it to listen to music.  I wish we knew all it's capabilities,1
"""I love this technology. I'm older, but this is so easy to set up and use. I have the dot in my bedroom and use it for everything I use my echo for which is in the living room.""",1
Same as new,1
I love it. Use it mostly for the music huge repertoire to choose from,1
Like having the music where ever I am.,1
Absolutely love it,1
I love it! Learning knew things with it eveyday! Still figuring out how everything works but so far it's been easy to use and understand. She does make me laugh at times,1
Still learning all the capabilities...but so far pretty pretty pretty good,1
Cord cutting,1
We have six of these throughout our home and they are great.  There are times when music or talking happens randomly that may be from sensitive listening.  There should be more options to change the name of the engagement command &#34;Alexa&#34; or &#34;Computer&#34; are a little annoying.  More colors then black and white would also be a good thing.,1
Met every expectation I had,1
"""I live alone, this is the best companion!""",1
"""I only purchase the echo plus because it has a built in hub and came with the free philips hue bulb.  When I got everything set up, I realized the echo plus hub won?t allow full functionality of the bulb.  All it does is turn the light on/off and dim.  It will not change colors.  You still have to have a Hue Bridge to have full function of all the features of the bulb.  I wish I?d bought the bulb and bridge separately to use with the echo I already had since the built in hub on this echo will essentially be useless and I?ll have to buy the hue bridge to get the full benefit of the lights.""",0
This is my 2nd fire TV stick with Alexa I have been very happy with my first one love that you can use so many apps with it. Big ?,1
"""My 90 year old Mom LOVES that she can watch the 1st Season of Blue Bloods ?. My one wish is that she could watch CSI:MIAMI...without having to pay for it...? The bill for OPTIMUM is already, quite high. Can you help us? We live on Long Island, NY (Suffolk County )""",1
"""daughter wanted a white boombox, nothing good out for 11 yr old.  decided to go echo dot for most any request + white BT good speaker.  she loved the gift and nice option for many things on the internet.""",1
Like it but it will take time to setup all the skills I want simply because there are so many. I already use music and Flash Briefing daily. Very satisfied. I use this along with Alexa app on my Kindle hd8,1
I like everything about it !!!,1
I love this its super convenient and makes my life a little easier,1
The Echo Dot was everything that I expected and more.,1
Comes with a hub.  Got it during prime day for $99 and a hue white bulb.  Works great.  Now I can add more stuff that required a hub!,1
Great,1
Good product,1
I am huge Amazon fan! First to have a kindle and the echo. I waited a bit on this but have wanted it for awhile. I do love it!! My kids love it! They love watching videos and the lyrics to the songs. Now the video calling feature is nothing like how the advertisement made it out. I thought as long as someone would FaceTime me I could do it through that and I can?t. It?s Spot to Spot. Can?t even Skype (which I do often with my aunt). The is my major disappointment with it.,0
"""I love my Echo. It's easy to operate, loads of fun.It is everything as advertised. I use it mainly to play my favorite tunes and test Alexa's knowledge.""",1
"""This item did not work. Certified refurbished should mean it works as advertised. Instead this item crashed as soon as I turned it on and plugged it in. When trying to connect from my phone to the echo dot, it crashed, over and over. Not only would it disconnect but the orange light would freeze and then the thing would reboot with the blue light. Alexa would tell me it?s ready to connect and freeze mid sentence. Tried holding the action button for 5 seconds and it didn?t do anything. Returning immediately and hope they actually fix this item when the next buyer purchases it.""",0
I LIKE IT ALL,1
"""I love being able to control lights, doors and music.""",1
Not good,0
"""The Echo Dot (2nd Generation) Smart Speaker is very compound in size, however it  projects very good sound. It also has a port in which you can connect an external speaker  for greater projection of sound. I also like it size because it's not awkward, and it doesn't take up a lot of space. It works great with the Alexa App. I also think the size is great for college students who live in dorm rooms with small limited spacing.""",1
How easy if was to set up.,1
product stopped working after return time ran out,0
"""Hard to hear, had to blue tooth it to a better speaker.""",0
"""I like that she has the ability to do multiple different things like create a to do list, set and alarm, play any song I can think of and much more. I wish the sound could be a tad louder.""",1
"""I like the Echo, but not sure about the Dot.  I use it a lot for music and Audio books.The sound quality of this smaller Echo is nowhere near the quality of the full sized model.  I haven't decided if I'll keep it or not!""",0
"""I love this thing! The Alexa feature makes it so easy to find what you want no matter which streaming service has it.  No more searching Netflix then Amazon etc to see if either has your show,  Alexa finds it for you!""",1
Bought for my older grandparent to help with reminders. Would recommend to anyone with someone in their life with dementia or memory loss. Helps my grandmother remember to take medications and do daily task. She loves it because she can listen to music and ask questions,1
it's annoying that everything they show Alexa as being able to do has to be downloaded. You spend so  much time trying to figure out how to phrase it for the machine that you may as well just look it up yourself,0
"""For as awesome as the Echo and Echo Dots are, the Spot is a disappointment. There is very little control over what the screen shows, what the clock looks like, what order things show up in, etc. At this point if I hadn't thrown the box away immediately, I would have sent it back and just got another full size Echo.""",0
We are really enjoying the echo plus. It is fun too.,1
I cant figure out how to use it.,0
this is my first Alexa enabled device and so far its lived up to its reputation!,1
I love it...... I want to get another one very  very  soon,1
I used it to control my smart home devices. Works great.,1
It's pretty fun and nice to have a speaker that responds to my questions but doesn't understand my commands some of the time.,1
"""I live alone, this is the best companion!""",1
Great product and fast shipping. Thank you,1
Love it!,1
Thanks,1
The firestick is easy to use and was super easy to set up.  I like the platform and feel it is better than I expected.  I was worried about it lagging but it has not at all.  I?m hoping to utilize the firestick to eventually break away from cable and now I?m more confident that it can happen.,1
"""Given as a gift to my wife, to compliment my echo.  She loves it.""",1
I like the product except that the speakers are not the high quality I expected,0
Music,1
speaker sounds good,1
I love to watch my wife argue with Alexa.  I woke up one night listening to Alexa talking to my cell phone. ????,1
It worked for a month or so then it stopped. I've tried everything to try and make it work but nothing is working. I want a refund,0
"""So far it has been fun to use and learn how to deal with Alexa. I am still learning and finding out what can really be done, plus I am in the process of making my house a smart house, so there is no much to control with Alexa yet.""",1
I wanted to use it as a clock in our bedroom.  But the font is too small to see from any distance.  And apparently you can't change it.,0
Adding more rooms for convenience,1
Very convenient,1
The best,1
Does everything I need!,1
"""It's fun to imagine the household management options ...Some info questions baffle Alexa, but other options are cool - esp. music-related ...""",1
"""We love this thing! I wish I would have gotten it sooner. You will certainly want to go through the settings and lock it down if you have kids, but it is a great additional for even unexpected things like helping the kids with homework. There are loads of skills. I am very happy with this purchase, especially since I got it on prime day for almost half price.""",1
Really like it,1
I try use with yale lock but isn?t work,0
Bad,0
I love my Echo smart speaker.  I love the volume and clarity.  It was easy to set up.  ITs a wonderful gift for any age.,1
I bought this for my mother and she is in love with it.She loves the guard dog feature.She says that it gives her a sense of security at night and when she leaves the house,1
Nice,1
"""My Android would not allow Alexa to connect. Fortunately, my sister was here with her Apple cell. After an hour+ tech support fixed the glitches. We are up and running.""",1
"""This was given to my 7 year at the time as a birthday gift from his dad. He loves it, ask Alexa anything she has the answer, plus it?s good for homework. So I purchased one on prime day for my bathroom for when I?m getting ready for work. I listen to music at 4am and the base it?s metro booming.. Replacement for my clock radio, plus I have the echo dot on my night stand as my alarm clock..""",1
Sound is terrible. Cannot pair with echo to play simultaneously.  Must upgrade to amazon music if you want to play more than one device at a time.,0
I really like this item. I already had the echo dot but with this purchase the Philips Hue bulb came with the plus. Just purchasing the plus I have not had time to use it to its full capabilities but the bulb is something else. I use that with the echo dot to turn on our bedroom light and I really like it. The plus is in our great room/kitchen area. So far I give this a 5 star.,1
"""Bye bye Philips hub and expensive monthly internet charge!  Took a little tinkering, had to rest the individual bulbs, but works great! No more, &#34;Philips hue bridge is not responding&#34; message.""",1
"""The installation and connection to my Wi-Fi was so easy! Getting the Amazon Prime and Netflix going was a breeze. I have not used a voice remote before. That was amazing (yes, I am old school). I will be reviewing more features and options as I have time, but I am very excited to own such a product that lives up to the all the great things I have read and heard.""",1
small footprint.  nice clarity.,1
Up dated news,1
"""A great product for the price, works well!!""",1
"""Amazon Music is great. Love the ability to create my only playlists. Has great sound, not up to the standard of our Bose but very good.""",1
"""Works perfectly, Alexa turns on and off my lights, my tv, roomba!""",1
"""Easy to use, all your favorite programs. All inclusive, nothing else to buy.""",1
Great product,1
love it as I do all of my echos,1
"""Excelente, lo unico es que no esta en español.""",1
I love how fast you get a respond from Alexa.Also easy to find any thing you are looking forjust speak in to the remote.,1
Setup was easy and usage was intuitive.  I've used it away from home and it works great.,1
Easy to install,1
Love all of it!!!,1
Works really well.,1
"""I love my echo plus. I haven't one bad thing to say. It controller music when I need it too. With a great sounding 360 speaker. I also bought a 4k fire TV and it can open Amazon prime video or Netflix at any moment. The included hue lighting makes this product even better. I found myself with a whole array of smart lights perfect for any house or entertainment room. The addition of phone calls on the mic and speaker makes it practical when your busy in the kitchen or on the computer. Alexa will controll it all as soon as you say """"Hey Alexa"""". And if the always on mic concerns you well you can always mute the device. This is a must buy for anyone interested in ease and comfort.""",1
Very good quality and you don?t have to yell or be close for it to work and understand you properly,1
Excellent. Bought another one yesterday!,1
"""The selection is wonderful and the ease of use on the home page is nice. I wish, however, it didn't keep overcoming my settings for my other devices attached to my TV.  I have to keep switching back after any switches in programming, including my stereo.""",1
"""very handy in the kitchen, sets timer and gives me extra help on setting oven temps.""",1
"""I'm an original purchaser of the Echo when they came out with a limited few in their test phase and I've always loved it. I expanded my Alexa usage by adding a few Echo Dots around the house and finally decided to jump and buy an Echo Plus. Let me tell you what, GREAT choice! As much as I love my original Echo, the Plus was an obvious upgrade immediately noticeable. The sound is great. And the fact that it's got a built in hub for the Philips Hue lights is a huge plus!""",1
Cool little speaker..I love her alarms and connected it to my speakers and it sounds great!!,1
Angry with amazon,0
Its Great. Lots Of Fun!!,1
It?s great but sound quality is very low,1
"""Loved the price for an essentially brand new Dot!! Opening it, you really couldn?t tell that it was refurbished. Everything looked brand new. For $20 less than a new unit, I couldn?t consider this a better deal! I really love the versatility of the echo dot. Get you one while you can!""",1
Perfect. Could not tell the difference from a new one.,1
That it doesn?t turn my television on or off.,0
"""Only complaint I have is that the sound quality isn't great. I mostly use it for commands though, and I have another dot hooked up to my stereo system to play music through. I have a couple friends that have a dot and don't mind the audio quality, but if you're bothered by that kind of thing I'd go with the full size echo or make sure you hook the do up to some larger speakers.""",1
I love this its super convenient and makes my life a little easier,1
Great ! It was the best decision ! Especially if you have Amazon Prime.,1
"""I own 3 of these...  amazon is ignoring its customers and using these devices as a marketing tool.  You can customize the screen contents, but you cannot turn off there advertising, Things to Try...  People will suggest that you can, but you can only do so if you turn off all content changes which is not an acceptable option.Moreover, they should increase the size slightly, and improve the audio speaker.  That would give you a 5 star device.Right now i?m debating whether to return all 3 devices.  My wife says we should.""",0
Meh,0
Perfect,1
PHENOMENAL,1
Very cool product. Speaker sounds good with my Spotify blasting through it.,1
Terrific,1
I bought it for my sister and she hasn't had any complaints yet so I think it's great!,1
Very easy to use.,1
So far we have enjoyed it.  The only problem we have is I have not been able to call one of my sons with it (the sad part is he is the one who gave it to me:( ),1
It?s easier to do things with it,1
The sound of the speaker is better than the other Echo I own!,1
Works like a charm!,1
Its work perfect an I must introduce the rest of the device to complete the functions.,1
Awesome device wish I bought one ages ago.,1
Cool,1
I like my uncle. But sometime it goes a little Haywire,0
Alexa is annoying,0
Has great sound and is very responsive my voice and commands.,1
"""This is a great tool (toy?), room-filling music, very convenient to use, just fun to have. Why only 4 stars? Supposed to work with Logitech Harmony remote: nope. Supposed to work with Denon AV receivers: nope. This may not be Amazon't fault, but advertised skills should actually work. We also have the Echo Show, and the Ring skill works correctly with that device when we want to see who is at the front door.""",1
"""I am spoiled by one downstairs...so got this one for upstairs to listen to music , etc. while I walked on the treadmill.""",1
Love that you can use your cell phone to call Echo or Dot. You can also use Echo and Dot as intercoms.,1
"""As an echo its great, Good sound quality and functionality. As a smart home hub, it sucks. No automation, no geo-fencing, no music syncing for hue, no z-wave. All it does is turn things on with your voice. Ended up buying a smartthing hub and transferring everything over.""",0
Really cool device that does a ton of stuff. Fun games like Jeopardy. We used this to set up smart bulbs and light switches. Make sure you ge the stuff that corresponds with this particular hub. Had to make a few runs back to the store for exchanges.,1
Great buy. Bought this to go with my Echo and love it. The speaker isn?t the best for music but works great in a kitchen for timers or alarms.,1
Poor,0
